registration_id,event_name,event_type,event_format,registration_date,event_date,channel_source,job_title,industry,company_size,attendance_status,sessions_registered,sessions_attended,engagement_score,survey_completed,acquisition_cost
183,Tech Summit 2024,Flagship,In-Person,2024-02-14,2024-03-15,Social Media,CTO,Technology,201-1000,Attended,5,4,5,No,24.37
184,Tech Summit 2024,Flagship,In-Person,2024-03-07,2024-03-15,Direct/Website,Software Developer,Manufacturing,1001-5000,Attended,3,1,6,Yes,0.33
185,Tech Summit 2024,Flagship,In-Person,2024-02-12,2024-03-15,Google Search,Solutions Architect,Manufacturing,51-200,Attended,2,1,3,Yes,29.03
186,Tech Summit 2024,Flagship,In-Person,2024-01-28,2024-03-15,Google Search,Digital Marketing Specialist,Media,1001-5000,Cancelled,6,0,0,No,11.25
187,Tech Summit 2024,Flagship,In-Person,2024-02-02,2024-03-15,Google Search,Software Developer,Retail,201-1000,Attended,2,2,6,No,24.84
188,Tech Summit 2024,Flagship,In-Person,2024-02-09,2024-03-15,Direct/Website,Solutions Architect,Retail,1-50,Attended,2,1,8,No,1.56
189,Tech Summit 2024,Flagship,In-Person,2024-02-07,2024-03-15,Social Media,IT Director,Retail,5000+,Attended,3,1,5,Yes,15.29
190,Tech Summit 2024,Flagship,In-Person,2024-02-07,2024-03-15,Email Campaign,Data Analyst,Finance,5000+,Attended,2,1,10,No,5.81
191,Tech Summit 2024,Flagship,In-Person,2024-02-23,2024-03-15,Email Campaign,Data Analyst,Manufacturing,51-200,Attended,2,1,3,Yes,7.51
192,Tech Summit 2024,Flagship,In-Person,2024-02-02,2024-03-15,Direct/Website,Software Developer,Media,51-200,No-Show,3,0,1,No,1.81
193,Tech Summit 2024,Flagship,In-Person,2024-01-24,2024-03-15,Social Media,Digital Marketing Specialist,Media,5000+,Attended,3,3,4,Yes,15.82
194,Tech Summit 2024,Flagship,In-Person,2024-02-14,2024-03-15,Direct/Website,Solutions Architect,Education,1-50,Attended,2,1,5,Yes,1.06
195,Tech Summit 2024,Flagship,In-Person,2024-03-07,2024-03-15,Referral,CTO,Education,5000+,Cancelled,3,0,0,No,1.92
196,Tech Summit 2024,Flagship,In-Person,2024-01-24,2024-03-15,LinkedIn Ad,Product Manager,Manufacturing,5000+,No-Show,3,0,1,No,26.13
197,Tech Summit 2024,Flagship,In-Person,2024-02-27,2024-03-15,Email Campaign,Solutions Architect,Technology,1-50,Attended,3,2,7,No,2.25
198,Tech Summit 2024,Flagship,In-Person,2024-01-23,2024-03-15,Direct/Website,Solutions Architect,Manufacturing,1001-5000,Attended,3,2,9,No,0.55
199,Tech Summit 2024,Flagship,In-Person,2024-03-11,2024-03-15,Referral,Data Analyst,Manufacturing,51-200,Attended,7,1,6,No,2.39
200,Tech Summit 2024,Flagship,In-Person,2024-03-10,2024-03-15,LinkedIn Ad,IT Director,Healthcare,1001-5000,Attended,9,1,2,No,30.14
201,Tech Summit 2024,Flagship,In-Person,2024-01-31,2024-03-15,Email Campaign,IT Director,Healthcare,51-200,No-Show,4,0,2,No,6.04
202,Tech Summit 2024,Flagship,In-Person,2024-03-06,2024-03-15,Email Campaign,Data Analyst,Manufacturing,51-200,Attended,5,3,5,Yes,4.47
203,Tech Summit 2024,Flagship,In-Person,2024-02-24,2024-03-15,LinkedIn Ad,VP Marketing,Finance,51-200,No-Show,7,0,1,No,33.97
204,Tech Summit 2024,Flagship,In-Person,2024-03-06,2024-03-15,Referral,Business Analyst,Healthcare,201-1000,Attended,2,2,7,No,1.56
205,Tech Summit 2024,Flagship,In-Person,2024-02-18,2024-03-15,Email Campaign,Marketing Manager,Manufacturing,5000+,Attended,6,6,7,Yes,7.55
206,Tech Summit 2024,Flagship,In-Person,2024-03-11,2024-03-15,Email Campaign,CTO,Finance,5000+,Attended,1,1,4,No,5.5
207,Tech Summit 2024,Flagship,In-Person,2024-02-21,2024-03-15,Referral,Software Developer,Healthcare,1-50,Cancelled,4,0,0,No,0.76
208,Tech Summit 2024,Flagship,In-Person,2024-03-05,2024-03-15,Email Campaign,Data Engineer,Healthcare,1001-5000,No-Show,6,0,1,No,6.49
209,Tech Summit 2024,Flagship,In-Person,2024-01-17,2024-03-15,Google Search,Marketing Manager,Healthcare,5000+,Attended,8,7,6,Yes,10.34
210,Tech Summit 2024,Flagship,In-Person,2024-01-16,2024-03-15,LinkedIn Ad,VP Marketing,Healthcare,51-200,Attended,7,2,5,No,38.6
211,Tech Summit 2024,Flagship,In-Person,2024-03-08,2024-03-15,LinkedIn Ad,Digital Marketing Specialist,Retail,51-200,No-Show,4,0,2,No,40.79
212,Tech Summit 2024,Flagship,In-Person,2024-01-24,2024-03-15,LinkedIn Ad,Software Developer,Retail,1-50,No-Show,2,0,1,No,15.66
213,Tech Summit 2024,Flagship,In-Person,2024-02-29,2024-03-15,Direct/Website,IT Director,Retail,5000+,Attended,6,5,8,Yes,1.76
214,Tech Summit 2024,Flagship,In-Person,2024-03-02,2024-03-15,Email Campaign,Data Engineer,Media,1-50,Attended,9,5,5,No,6.97
215,Tech Summit 2024,Flagship,In-Person,2024-03-05,2024-03-15,Email Campaign,Product Manager,Media,5000+,Attended,6,1,6,No,6.06
216,Tech Summit 2024,Flagship,In-Person,2024-01-22,2024-03-15,Direct/Website,Program Manager,Healthcare,1001-5000,Attended,5,2,9,Yes,1.46
217,Tech Summit 2024,Flagship,In-Person,2024-02-01,2024-03-15,Email Campaign,IT Director,Finance,51-200,Attended,6,3,6,Yes,6.5
218,Tech Summit 2024,Flagship,In-Person,2024-01-24,2024-03-15,Email Campaign,Data Analyst,Healthcare,51-200,Attended,2,1,4,No,2.7
219,Tech Summit 2024,Flagship,In-Person,2024-01-21,2024-03-15,LinkedIn Ad,Solutions Architect,Retail,1-50,No-Show,1,0,1,No,27.24
220,Tech Summit 2024,Flagship,In-Person,2024-03-13,2024-03-15,Google Search,Marketing Manager,Healthcare,51-200,Attended,3,3,7,No,22.11
221,Tech Summit 2024,Flagship,In-Person,2024-02-21,2024-03-15,Email Campaign,Data Engineer,Education,201-1000,Attended,7,4,2,No,7.89
222,Tech Summit 2024,Flagship,In-Person,2024-01-20,2024-03-15,Email Campaign,Marketing Manager,Education,1-50,Attended,4,3,5,Yes,7.58
223,Tech Summit 2024,Flagship,In-Person,2024-03-05,2024-03-15,Google Search,Solutions Architect,Education,51-200,Attended,7,2,6,No,27.83
224,Tech Summit 2024,Flagship,In-Person,2024-02-20,2024-03-15,Social Media,CTO,Education,201-1000,No-Show,4,0,1,No,14.57
225,Tech Summit 2024,Flagship,In-Person,2024-02-13,2024-03-15,Social Media,Solutions Architect,Technology,201-1000,No-Show,1,0,2,No,24.29
226,Tech Summit 2024,Flagship,In-Person,2024-02-13,2024-03-15,Referral,Data Engineer,Education,1001-5000,Attended,5,2,8,No,2.36
227,Tech Summit 2024,Flagship,In-Person,2024-02-15,2024-03-15,LinkedIn Ad,Digital Marketing Specialist,Media,5000+,Attended,6,5,3,No,31.72
228,Tech Summit 2024,Flagship,In-Person,2024-03-01,2024-03-15,LinkedIn Ad,Digital Marketing Specialist,Healthcare,5000+,No-Show,1,0,1,No,44.97
229,Tech Summit 2024,Flagship,In-Person,2024-02-08,2024-03-15,Email Campaign,Software Developer,Media,201-1000,Attended,6,3,6,Yes,2.48
230,Tech Summit 2024,Flagship,In-Person,2024-03-11,2024-03-15,Email Campaign,Marketing Manager,Media,1001-5000,Attended,3,1,6,No,6.06
231,Tech Summit 2024,Flagship,In-Person,2024-01-15,2024-03-15,Google Search,Marketing Manager,Media,201-1000,Attended,4,2,5,No,11.33
232,Tech Summit 2024,Flagship,In-Person,2024-03-09,2024-03-15,Email Campaign,Marketing Manager,Retail,51-200,Attended,1,1,6,No,6.86
233,Tech Summit 2024,Flagship,In-Person,2024-01-19,2024-03-15,Direct/Website,Solutions Architect,Finance,201-1000,Attended,4,2,5,No,1.17
234,Tech Summit 2024,Flagship,In-Person,2024-02-03,2024-03-15,Google Search,Product Manager,Media,1-50,Attended,8,2,6,No,15.28
235,Tech Summit 2024,Flagship,In-Person,2024-02-23,2024-03-15,Referral,Data Engineer,Manufacturing,5000+,Attended,7,1,4,No,2.45
236,Tech Summit 2024,Flagship,In-Person,2024-03-03,2024-03-15,Email Campaign,VP Marketing,Retail,201-1000,No-Show,2,0,1,No,7.65
237,Tech Summit 2024,Flagship,In-Person,2024-03-06,2024-03-15,LinkedIn Ad,Solutions Architect,Media,51-200,Cancelled,4,0,0,No,35.22
238,Tech Summit 2024,Flagship,In-Person,2024-03-03,2024-03-15,Social Media,Data Analyst,Media,51-200,No-Show,6,0,1,No,10.96
239,Tech Summit 2024,Flagship,In-Person,2024-02-01,2024-03-15,Social Media,Digital Marketing Specialist,Education,51-200,Attended,9,2,8,No,23.12
240,Tech Summit 2024,Flagship,In-Person,2024-03-05,2024-03-15,LinkedIn Ad,Data Analyst,Technology,5000+,Attended,4,3,7,Yes,18.7
241,Tech Summit 2024,Flagship,In-Person,2024-03-01,2024-03-15,LinkedIn Ad,Solutions Architect,Media,1-50,Attended,6,4,4,Yes,19.96
242,Tech Summit 2024,Flagship,In-Person,2024-02-11,2024-03-15,Direct/Website,Software Developer,Media,1001-5000,Attended,4,1,8,No,0.05
243,Tech Summit 2024,Flagship,In-Person,2024-02-01,2024-03-15,Email Campaign,VP Marketing,Healthcare,51-200,No-Show,1,0,1,No,4.11
244,Tech Summit 2024,Flagship,In-Person,2024-03-01,2024-03-15,Direct/Website,Digital Marketing Specialist,Education,5000+,Attended,5,2,4,No,0.75
245,Tech Summit 2024,Flagship,In-Person,2024-02-26,2024-03-15,Email Campaign,CTO,Media,1001-5000,Attended,4,2,5,No,3.67
246,Tech Summit 2024,Flagship,In-Person,2024-02-29,2024-03-15,Direct/Website,Data Analyst,Finance,5000+,No-Show,6,0,1,No,0.11
247,Tech Summit 2024,Flagship,In-Person,2024-02-03,2024-03-15,Social Media,Program Manager,Healthcare,1-50,No-Show,6,0,2,No,19.35
248,Tech Summit 2024,Flagship,In-Person,2024-01-18,2024-03-15,Google Search,Software Developer,Media,1001-5000,Attended,5,3,6,No,18.49
249,Tech Summit 2024,Flagship,In-Person,2024-01-16,2024-03-15,Referral,Business Analyst,Manufacturing,5000+,Attended,4,1,7,No,0.82
250,Tech Summit 2024,Flagship,In-Person,2024-02-09,2024-03-15,LinkedIn Ad,Digital Marketing Specialist,Technology,201-1000,Cancelled,10,0,0,No,34.43
251,Tech Summit 2024,Flagship,In-Person,2024-01-21,2024-03-15,Email Campaign,Product Manager,Technology,1001-5000,Attended,2,2,6,No,3.77
252,Tech Summit 2024,Flagship,In-Person,2024-02-21,2024-03-15,Social Media,Business Analyst,Retail,201-1000,Attended,6,5,2,No,23.34
253,Tech Summit 2024,Flagship,In-Person,2024-02-15,2024-03-15,Referral,Product Manager,Media,5000+,No-Show,2,0,1,No,0.3
254,Tech Summit 2024,Flagship,In-Person,2024-01-29,2024-03-15,Email Campaign,Program Manager,Finance,1-50,Attended,2,1,8,No,3.34
255,Tech Summit 2024,Flagship,In-Person,2024-01-16,2024-03-15,Email Campaign,Product Manager,Media,1-50,Attended,4,1,9,No,4.75
256,Tech Summit 2024,Flagship,In-Person,2024-02-08,2024-03-15,Email Campaign,Solutions Architect,Education,201-1000,Attended,1,1,4,Yes,4.8
257,Tech Summit 2024,Flagship,In-Person,2024-02-12,2024-03-15,Direct/Website,Marketing Manager,Retail,1-50,Attended,5,2,5,No,0.82
258,Tech Summit 2024,Flagship,In-Person,2024-02-29,2024-03-15,Referral,Data Analyst,Media,201-1000,Attended,3,3,6,Yes,1.84
259,Tech Summit 2024,Flagship,In-Person,2024-02-08,2024-03-15,Referral,Program Manager,Education,51-200,Attended,6,5,7,Yes,1.26
260,Tech Summit 2024,Flagship,In-Person,2024-01-20,2024-03-15,Google Search,Product Manager,Education,5000+,Attended,9,7,7,No,25.75
261,Tech Summit 2024,Flagship,In-Person,2024-02-09,2024-03-15,LinkedIn Ad,VP Marketing,Finance,1-50,No-Show,6,0,1,No,22.11
262,Tech Summit 2024,Flagship,In-Person,2024-02-23,2024-03-15,Email Campaign,Digital Marketing Specialist,Education,201-1000,Attended,3,2,6,No,4.07
263,Tech Summit 2024,Flagship,In-Person,2024-03-05,2024-03-15,Direct/Website,CTO,Retail,51-200,Attended,2,1,7,Yes,0.84
264,Tech Summit 2024,Flagship,In-Person,2024-01-26,2024-03-15,Email Campaign,Solutions Architect,Education,1-50,Attended,1,1,4,No,2.31
265,Tech Summit 2024,Flagship,In-Person,2024-03-12,2024-03-15,Email Campaign,Data Engineer,Retail,1001-5000,No-Show,1,0,2,No,2.06
266,Tech Summit 2024,Flagship,In-Person,2024-02-04,2024-03-15,LinkedIn Ad,VP Marketing,Retail,5000+,Attended,3,3,7,Yes,16.52
267,Tech Summit 2024,Flagship,In-Person,2024-02-17,2024-03-15,Email Campaign,Data Engineer,Education,5000+,Attended,5,2,5,No,7.22
268,Tech Summit 2024,Flagship,In-Person,2024-01-22,2024-03-15,Direct/Website,Solutions Architect,Retail,1001-5000,Attended,4,2,9,Yes,0.39
269,Tech Summit 2024,Flagship,In-Person,2024-03-05,2024-03-15,Email Campaign,Solutions Architect,Finance,1001-5000,Attended,4,3,4,No,2.85
270,Tech Summit 2024,Flagship,In-Person,2024-02-09,2024-03-15,Email Campaign,Data Analyst,Manufacturing,5000+,Attended,7,4,8,No,3.74
271,Tech Summit 2024,Flagship,In-Person,2024-02-19,2024-03-15,LinkedIn Ad,Program Manager,Education,51-200,No-Show,7,0,2,No,39.55
272,Tech Summit 2024,Flagship,In-Person,2024-02-01,2024-03-15,Social Media,Solutions Architect,Retail,1-50,No-Show,3,0,1,No,17.78
273,Tech Summit 2024,Flagship,In-Person,2024-03-04,2024-03-15,Email Campaign,Marketing Manager,Finance,1-50,Attended,8,1,8,No,3.51
274,Tech Summit 2024,Flagship,In-Person,2024-02-03,2024-03-15,Referral,Digital Marketing Specialist,Finance,1-50,Cancelled,1,0,0,No,0.52
275,Tech Summit 2024,Flagship,In-Person,2024-02-14,2024-03-15,Referral,Software Developer,Technology,1-50,Attended,5,5,3,No,2.09
276,Tech Summit 2024,Flagship,In-Person,2024-02-23,2024-03-15,Social Media,Business Analyst,Manufacturing,5000+,No-Show,5,0,2,No,20.39
277,Tech Summit 2024,Flagship,In-Person,2024-02-11,2024-03-15,LinkedIn Ad,Program Manager,Healthcare,5000+,No-Show,2,0,2,No,23.65
278,Tech Summit 2024,Flagship,In-Person,2024-02-08,2024-03-15,Referral,Program Manager,Media,201-1000,No-Show,9,0,1,No,1.44
279,Tech Summit 2024,Flagship,In-Person,2024-01-20,2024-03-15,Social Media,Program Manager,Healthcare,5000+,Attended,3,2,2,No,19.81
280,Tech Summit 2024,Flagship,In-Person,2024-03-02,2024-03-15,Google Search,Product Manager,Education,201-1000,Attended,4,3,5,No,14.67
281,Tech Summit 2024,Flagship,In-Person,2024-01-22,2024-03-15,Email Campaign,Digital Marketing Specialist,Healthcare,51-200,Attended,2,1,8,Yes,2.34
282,Tech Summit 2024,Flagship,In-Person,2024-03-08,2024-03-15,LinkedIn Ad,Program Manager,Finance,1001-5000,Attended,4,1,10,No,19.07
283,Tech Summit 2024,Flagship,In-Person,2024-01-21,2024-03-15,LinkedIn Ad,Business Analyst,Finance,1001-5000,Attended,5,1,5,No,42.92
284,Tech Summit 2024,Flagship,In-Person,2024-01-17,2024-03-15,Google Search,VP Marketing,Technology,201-1000,Attended,1,1,8,No,34.94
285,Tech Summit 2024,Flagship,In-Person,2024-01-15,2024-03-15,Email Campaign,Digital Marketing Specialist,Retail,1-50,Attended,2,2,1,No,2.81
286,Tech Summit 2024,Flagship,In-Person,2024-01-21,2024-03-15,Email Campaign,VP Marketing,Healthcare,1001-5000,Cancelled,3,0,0,No,6.19
287,Tech Summit 2024,Flagship,In-Person,2024-01-15,2024-03-15,Google Search,Data Engineer,Media,1-50,Attended,2,2,4,Yes,20.82
288,Tech Summit 2024,Flagship,In-Person,2024-02-13,2024-03-15,Social Media,Solutions Architect,Healthcare,5000+,Attended,6,4,5,No,20.28
289,Tech Summit 2024,Flagship,In-Person,2024-02-06,2024-03-15,LinkedIn Ad,Marketing Manager,Retail,5000+,Attended,5,4,8,No,44.48
290,Tech Summit 2024,Flagship,In-Person,2024-02-25,2024-03-15,Email Campaign,Business Analyst,Technology,5000+,Attended,6,5,5,Yes,3.59
291,Tech Summit 2024,Flagship,In-Person,2024-02-27,2024-03-15,LinkedIn Ad,Digital Marketing Specialist,Finance,201-1000,No-Show,3,0,1,No,32.15
292,Tech Summit 2024,Flagship,In-Person,2024-02-28,2024-03-15,Direct/Website,IT Director,Media,51-200,Cancelled,3,0,0,No,0.77
293,Tech Summit 2024,Flagship,In-Person,2024-03-10,2024-03-15,Email Campaign,CTO,Manufacturing,1-50,Cancelled,3,0,0,No,7.27
294,Tech Summit 2024,Flagship,In-Person,2024-03-13,2024-03-15,Google Search,Digital Marketing Specialist,Manufacturing,1001-5000,Attended,1,1,7,No,27.27
295,Tech Summit 2024,Flagship,In-Person,2024-01-17,2024-03-15,Email Campaign,VP Marketing,Media,5000+,Attended,9,8,7,No,5.48
296,Tech Summit 2024,Flagship,In-Person,2024-02-18,2024-03-15,Email Campaign,Solutions Architect,Education,1001-5000,Attended,2,2,3,No,2.44
297,Tech Summit 2024,Flagship,In-Person,2024-03-13,2024-03-15,LinkedIn Ad,Data Analyst,Education,51-200,Attended,8,6,10,Yes,23.18
298,Tech Summit 2024,Flagship,In-Person,2024-02-08,2024-03-15,Social Media,Business Analyst,Healthcare,201-1000,Attended,7,4,4,Yes,24.86
299,Tech Summit 2024,Flagship,In-Person,2024-02-11,2024-03-15,Direct/Website,Business Analyst,Finance,1001-5000,Attended,1,1,9,No,0.14
300,Tech Summit 2024,Flagship,In-Person,2024-02-16,2024-03-15,Direct/Website,CTO,Manufacturing,201-1000,Attended,5,2,4,Yes,1.39
301,Tech Summit 2024,Flagship,In-Person,2024-02-05,2024-03-15,Email Campaign,Data Analyst,Retail,1-50,Attended,3,3,6,No,2.37
302,Tech Summit 2024,Flagship,In-Person,2024-01-31,2024-03-15,Email Campaign,Solutions Architect,Education,51-200,Attended,3,3,9,No,5.43
303,Tech Summit 2024,Flagship,In-Person,2024-02-02,2024-03-15,Email Campaign,CTO,Finance,1001-5000,Attended,2,2,5,No,5.47
304,Tech Summit 2024,Flagship,In-Person,2024-02-28,2024-03-15,Email Campaign,CTO,Manufacturing,5000+,Attended,5,4,6,No,2.11
305,Tech Summit 2024,Flagship,In-Person,2024-02-06,2024-03-15,Email Campaign,Product Manager,Media,5000+,Attended,5,2,6,No,2.24
306,Tech Summit 2024,Flagship,In-Person,2024-01-23,2024-03-15,Email Campaign,IT Director,Finance,201-1000,No-Show,2,0,1,No,3.09
307,Tech Summit 2024,Flagship,In-Person,2024-03-09,2024-03-15,Google Search,Solutions Architect,Retail,201-1000,Attended,6,6,6,No,28.78
308,Tech Summit 2024,Flagship,In-Person,2024-02-27,2024-03-15,Direct/Website,CTO,Media,1-50,Attended,4,4,7,Yes,0.29
309,Tech Summit 2024,Flagship,In-Person,2024-03-03,2024-03-15,Direct/Website,IT Director,Retail,201-1000,Attended,4,3,6,Yes,1.37
310,Tech Summit 2024,Flagship,In-Person,2024-01-29,2024-03-15,Social Media,Digital Marketing Specialist,Healthcare,51-200,No-Show,4,0,2,No,9.5
311,Tech Summit 2024,Flagship,In-Person,2024-01-24,2024-03-15,Google Search,Data Analyst,Retail,1001-5000,Attended,7,1,9,No,27.73
312,Tech Summit 2024,Flagship,In-Person,2024-01-24,2024-03-15,Email Campaign,Software Developer,Technology,5000+,Attended,6,3,8,Yes,3.49
313,Tech Summit 2024,Flagship,In-Person,2024-02-28,2024-03-15,Referral,Product Manager,Manufacturing,1-50,Attended,2,2,9,No,1.42
314,Tech Summit 2024,Flagship,In-Person,2024-02-14,2024-03-15,Google Search,Business Analyst,Technology,5000+,Attended,3,1,7,Yes,28.8
315,Tech Summit 2024,Flagship,In-Person,2024-02-27,2024-03-15,Email Campaign,Data Analyst,Finance,1-50,Attended,5,2,8,Yes,2.0
316,Tech Summit 2024,Flagship,In-Person,2024-03-13,2024-03-15,Email Campaign,Data Analyst,Education,51-200,Attended,3,3,8,Yes,6.5
317,Tech Summit 2024,Flagship,In-Person,2024-01-25,2024-03-15,LinkedIn Ad,Data Engineer,Media,51-200,Attended,1,1,8,No,15.3
318,Tech Summit 2024,Flagship,In-Person,2024-01-28,2024-03-15,Google Search,Business Analyst,Healthcare,1-50,Attended,5,2,3,No,10.01
319,Tech Summit 2024,Flagship,In-Person,2024-02-08,2024-03-15,Email Campaign,Business Analyst,Technology,201-1000,Attended,4,2,5,No,3.98
320,Tech Summit 2024,Flagship,In-Person,2024-02-24,2024-03-15,Google Search,Program Manager,Healthcare,5000+,Cancelled,5,0,0,No,12.97
321,Tech Summit 2024,Flagship,In-Person,2024-02-17,2024-03-15,LinkedIn Ad,Data Analyst,Education,1001-5000,Attended,3,1,5,Yes,26.8
322,Tech Summit 2024,Flagship,In-Person,2024-02-11,2024-03-15,Social Media,Data Engineer,Technology,1001-5000,Attended,5,2,4,Yes,24.25
323,Tech Summit 2024,Flagship,In-Person,2024-02-16,2024-03-15,Email Campaign,IT Director,Finance,51-200,No-Show,10,0,2,No,4.06
324,Tech Summit 2024,Flagship,In-Person,2024-02-02,2024-03-15,Referral,Data Engineer,Healthcare,1001-5000,Attended,7,2,5,Yes,0.71
325,Tech Summit 2024,Flagship,In-Person,2024-02-02,2024-03-15,Google Search,Data Engineer,Technology,201-1000,Attended,1,1,6,No,20.33
326,Tech Summit 2024,Flagship,In-Person,2024-02-06,2024-03-15,Email Campaign,Product Manager,Finance,51-200,Attended,5,1,3,Yes,7.46
327,Tech Summit 2024,Flagship,In-Person,2024-02-22,2024-03-15,Direct/Website,VP Marketing,Media,201-1000,Attended,5,1,5,No,0.68
328,Tech Summit 2024,Flagship,In-Person,2024-03-01,2024-03-15,Email Campaign,Data Analyst,Finance,201-1000,Attended,7,3,5,Yes,4.92
329,Tech Summit 2024,Flagship,In-Person,2024-02-10,2024-03-15,Google Search,Data Analyst,Technology,51-200,Attended,3,1,5,No,28.54
330,Tech Summit 2024,Flagship,In-Person,2024-02-27,2024-03-15,Email Campaign,IT Director,Retail,1001-5000,Attended,6,4,8,Yes,6.5
331,Tech Summit 2024,Flagship,In-Person,2024-03-03,2024-03-15,Direct/Website,Business Analyst,Technology,1001-5000,Attended,4,2,10,Yes,0.0
332,Tech Summit 2024,Flagship,In-Person,2024-02-23,2024-03-15,Direct/Website,Marketing Manager,Retail,1001-5000,Attended,8,2,6,No,1.03
333,Tech Summit 2024,Flagship,In-Person,2024-02-13,2024-03-15,Social Media,Data Analyst,Finance,5000+,Attended,6,4,7,Yes,18.8
334,Tech Summit 2024,Flagship,In-Person,2024-01-17,2024-03-15,Direct/Website,Data Analyst,Healthcare,201-1000,Attended,3,3,7,No,0.52
335,Tech Summit 2024,Flagship,In-Person,2024-02-04,2024-03-15,LinkedIn Ad,Digital Marketing Specialist,Retail,5000+,Attended,5,1,6,No,35.0
336,Tech Summit 2024,Flagship,In-Person,2024-02-22,2024-03-15,Direct/Website,Solutions Architect,Manufacturing,5000+,Attended,6,2,6,Yes,1.85
337,Tech Summit 2024,Flagship,In-Person,2024-01-30,2024-03-15,LinkedIn Ad,CTO,Manufacturing,1-50,Cancelled,1,0,0,No,16.89
338,Tech Summit 2024,Flagship,In-Person,2024-01-18,2024-03-15,LinkedIn Ad,VP Marketing,Manufacturing,5000+,No-Show,8,0,1,No,26.34
339,Tech Summit 2024,Flagship,In-Person,2024-03-07,2024-03-15,Direct/Website,Program Manager,Education,51-200,Attended,1,1,5,Yes,1.31
340,Tech Summit 2024,Flagship,In-Person,2024-01-25,2024-03-15,LinkedIn Ad,Data Analyst,Retail,51-200,No-Show,1,0,2,No,33.92
341,Tech Summit 2024,Flagship,In-Person,2024-03-06,2024-03-15,Email Campaign,Program Manager,Finance,5000+,Attended,6,6,8,Yes,4.06
